id_carrera,neumatico,vueltas_uso,tiempo_pitstop_s,temp_pista_c,podio
R2026-07304,Blando,38,5.36,44.9,1
R2026-07305,Medio,1,4.64,26.0,0
R2026-07306,Blando,37,3.76,23.7,0
R2026-07307,Blando,36,5.65,45.2,0
R2026-07308,Duro,29,92.11,52.1,1
R2026-07309,Blando,32,4.66,26.4,1
R2026-07310,Medio,18,3.12,32.2,0
R2026-07311,Blando,33,3.32,39.8,1
R2026-07312,Duro,12,2.91,49.1,0
R2026-07313,Duro,7,4.19,40.6,0
R2026-07314,Medio,15,3.68,50.6,0
R2026-07315,Blando,21,6.22,23.9,1
R2026-07316,Duro,43,50.89,43.9,1
R2026-07317,Duro,19,2.29,30.2,1
R2026-07318,Blando,33,5.01,29.8,0
R2026-07319,Lluvia,14,3.74,22.6,0
R2026-07320,Lluvia,29,3.55,24.5,0
R2026-07321,Lluvia,30,2.36,17.1,1
R2026-07322,Duro,26,3.42,36.4,1
R2026-07323,Duro,4,4.19,23.3,1
R2026-07324,Medio,8,3.18,46.3,0
R2026-07325,Blando,24,,34.9,1
R2026-07326,Lluvia,35,5.78,23.7,1
R2026-07327,Medio,17,2.11,19.9,0
R2026-07328,Blando,5,4.48,24.6,1
R2026-07329,Blando,33,2.72,18.9,0
R2026-07330,Duro,20,3.95,30.5,0
R2026-07331,Medio,21,4.71,17.4,0
R2026-07332,Duro,2,4.23,23.5,1
R2026-07333,Medio,41,3.62,23.3,0
R2026-07334,Medio,,4.59,21.6,1
R2026-07335,Medio,27,3.47,45.2,1
R2026-07336,Duro,37,3.54,28.8,0
R2026-07337,Blando,39,6.45,40.2,1
R2026-07338,,42,3.28,22.5,0
R2026-07339,Lluvia,22,5.94,45.8,0
R2026-07340,Duro,39,3.27,22.7,1
R2026-07341,Medio,,5.74,54.7,0
R2026-07342,Lluvia,19,3.69,19.6,0
R2026-07343,Medio,NaN,2.17,43.7,0
R2026-07344,Blando,6,5.65,33.8,0
R2026-07345,Blando,37,4.18,,1
R2026-07346,Duro,20,2.65,35.2,0
R2026-07347,Lluvia,32,5.04,46.9,0
R2026-07348,Duro,37,5.85,27.1,1
R2026-07349,Duro,11,5.53,51.7,1
R2026-07350,Medio,16,5.5,29.0,0
R2026-07351,Lluvia,22,105.34,54.6,1
R2026-07352,Duro,42,2.49,49.5,1
R2026-07353,Duro,44,5.34,16.4,1
R2026-07354,Lluvia,29,5.98,32.2,1
R2026-07355,Blando,8,2.52,37.3,0
R2026-07356,Duro,-15,6.37,20.3,1
R2026-07357,Medio,37,5.03,31.9,0
R2026-07358,Blando,5,2.52,32.2,1
R2026-07359,Duro,26,3.76,30.7,0
R2026-07360,Blando,42,3.84,32.3,0
R2026-07361,Lluvia,22,2.11,50.8,0
R2026-07362,Blando,7,4.85,29.0,1
R2026-07363,Duro,7,4.01,15.2,0
R2026-07364,Lluvia,16,4.4,33.0,0
R2026-07365,Duro,7,6.45,35.0,1
R2026-07366,Lluvia,16,4.34,21.8,0
R2026-07367,Blando,30,5.12,19.7,0
R2026-07368,Medio,37,2.61,29.3,1
R2026-07369,Medio,25,5.47,31.4,1
R2026-07370,Duro,24,3.62,29.9,1
R2026-07371,Medio,24,5.16,48.2,1
R2026-07372,Lluvia,38,2.6,40.9,1
R2026-07373,Medio,9,5.65,47.1,0
R2026-07374,Lluvia,-15,3.08,48.4,0
R2026-07375,Medio,1,3.81,50.5,0
R2026-07376,Lluvia,24,5.77,25.0,1
R2026-07377,Medio,,6.16,14.2,1
R2026-07378,Duro,NaN,5.43,47.6,0
R2026-07379,Medio,45,4.66,49.7,1
R2026-07380,Medio,16,3.5,54.9,0
R2026-07381,Lluvia,23,5.35,24.6,0
R2026-07382,Blando,NaN,2.62,52.6,1
R2026-07383,Medio,NaN,2.93,,1
R2026-07384,Lluvia,,3.89,37.6,0
R2026-07385,Blando,-2,,29.3,0
R2026-07386,Medio,5,3.76,17.4,1
R2026-07387,Duro,32,6.3,16.3,0
R2026-07388,Medio,43,6.2,31.7,1
R2026-07389,Blando,19,6.37,42.3,1
R2026-07390,Blando,34,5.1,44.8,0
R2026-07391,Blando,25,3.18,26.0,0
R2026-07392,Blando,43,2.68,16.6,0
R2026-07393,Lluvia,15,2.36,42.3,0
R2026-07394,Duro,8,2.68,32.6,0
R2026-07395,Lluvia,30,5.11,45.8,0
R2026-07396,Medio,15,5.3,29.4,0
R2026-07397,Duro,3,4.09,42.9,1
R2026-07398,Blando,22,3.59,28.3,1
R2026-07399,Lluvia,43,3.85,54.1,1
R2026-07400,Duro,22,5.92,28.1,0
R2026-07401,Medio,-2,3.96,42.8,0
R2026-07402,Lluvia,30,3.39,46.1,0
R2026-07403,Lluvia,10,5.98,18.2,0
R2026-07404,Lluvia,2,2.28,27.6,1
R2026-07405,Lluvia,8,4.68,16.4,1
R2026-07406,Lluvia,17,3.37,27.9,1
R2026-07407,Duro,21,6.41,51.0,0
R2026-07408,Medio,29,4.12,54.0,0
R2026-07409,Blando,13,5.11,18.5,0
R2026-07410,Lluvia,10,6.18,15.1,0
R2026-07411,Medio,20,2.85,44.0,0
R2026-07412,Blando,45,4.94,37.2,1
R2026-07413,Medio,7,,19.1,1
R2026-07414,Medio,20,3.89,26.7,1
R2026-07415,Duro,15,2.25,52.3,1
R2026-07416,Blando,35,3.33,33.5,1
R2026-07417,Medio,-10,3.07,20.1,0
R2026-07418,Duro,21,4.39,17.8,0
R2026-07419,Duro,1,3.57,32.2,1
R2026-07420,Medio,,NaN,45.9,1
R2026-07421,Lluvia,4,6.3,23.8,1
R2026-07422,Medio,44,5.41,22.9,1
R2026-07423,Lluvia,20,2.28,48.4,0
R2026-07424,Lluvia,15,5.56,45.2,0
R2026-07425,Duro,19,2.64,41.1,1
R2026-07426,Medio,42,2.71,52.7,0
R2026-07427,Blando,5,2.61,36.8,0
R2026-07428,Duro,17,3.77,15.7,0
R2026-07429,Medio,2,3.73,30.9,0
R2026-07430,Duro,7,100.95,34.7,1
R2026-07431,Lluvia,29,6.04,27.3,0
R2026-07432,Blando,22,6.21,49.3,1
R2026-07433,Lluvia,30,2.64,32.6,1
R2026-07434,Blando,26,NaN,33.6,0
R2026-07435,Blando,27,6.13,41.8,0
R2026-07436,Lluvia,-11,4.84,54.2,1
R2026-07437,Medio,7,3.54,36.5,0
R2026-07438,Medio,32,2.31,41.5,0
R2026-07439,,4,3.76,23.4,0
R2026-07440,Blando,45,5.93,47.8,0
R2026-07441,,12,4.71,40.9,0
R2026-07442,Lluvia,38,5.56,48.2,0
R2026-07443,Duro,44,6.4,54.3,1
R2026-07444,Duro,30,5.76,55.0,0
R2026-07445,Lluvia,26,3.86,35.9,0
R2026-07446,Duro,7,2.72,54.0,1
R2026-07447,,32,3.76,26.5,0
R2026-07448,Lluvia,12,2.19,46.7,1
R2026-07449,Medio,19,3.77,43.5,1
R2026-07450,Lluvia,13,5.26,53.9,0
R2026-07451,Lluvia,13,4.08,22.9,1
R2026-07452,Duro,-11,6.31,52.2,0
R2026-07453,Medio,20,4.37,29.6,0
R2026-07454,Medio,35,6.3,22.6,0
R2026-07455,Medio,31,4.09,17.2,1
R2026-07456,Lluvia,21,NaN,18.4,0
R2026-07457,Lluvia,3,3.09,54.9,1
R2026-07458,Blando,27,4.99,42.1,1
R2026-07459,Duro,34,5.34,35.9,1
R2026-07460,Blando,22,2.52,22.4,0
R2026-07461,Medio,39,6.43,42.8,0
R2026-07462,Blando,18,4.05,17.3,0
R2026-07463,Blando,4,4.07,51.1,1
R2026-07464,Lluvia,10,73.33,42.0,0
R2026-07465,Blando,43,2.99,43.9,0
R2026-07466,Duro,34,3.83,21.9,0
R2026-07467,Medio,4,2.93,20.9,1
R2026-07468,Duro,31,3.55,51.0,0
R2026-07469,Blando,8,5.28,42.6,0
R2026-07470,Medio,44,3.66,45.0,1
R2026-07471,Lluvia,18,2.54,51.4,0
R2026-07472,Medio,34,5.14,49.8,1
R2026-07473,Lluvia,9,4.86,26.7,1
R2026-07474,Medio,12,5.56,53.4,1
R2026-07475,Duro,42,5.75,26.4,0
R2026-07476,Duro,43,4.77,26.7,1
R2026-07477,Lluvia,26,5.87,50.9,0
R2026-07478,Blando,15,4.7,24.9,0
R2026-07479,Blando,34,4.05,16.6,1
R2026-07480,Blando,28,3.55,53.4,0
R2026-07481,Medio,16,6.1,40.6,0
R2026-07482,Duro,1,2.96,40.2,0
R2026-07483,Medio,10,6.35,15.8,0
R2026-07484,Medio,12,3.95,27.3,1
R2026-07485,Duro,22,2.74,16.6,1
R2026-07486,Duro,5,100.45,26.9,1
R2026-07487,Blando,9,2.92,25.9,1
R2026-07488,Duro,-12,2.75,42.7,1
R2026-07489,Medio,19,6.48,53.9,1
R2026-07490,Duro,15,3.67,33.1,1
R2026-07491,Duro,1,3.69,49.0,0
R2026-07492,Medio,10,,36.6,1
R2026-07493,Duro,33,6.27,16.0,0
R2026-07494,Lluvia,4,3.75,53.2,0
R2026-07495,Lluvia,,2.42,20.5,1
R2026-07496,Lluvia,NaN,4.08,48.7,1
R2026-07497,Blando,11,4.81,25.9,1
R2026-07498,Lluvia,5,3.18,44.1,1
R2026-07499,Medio,8,6.1,18.3,0
R2026-07500,Medio,5,6.02,19.5,1
R2026-07501,Lluvia,-2,4.71,20.6,1
R2026-07502,Medio,7,3.41,40.0,0
R2026-07503,Duro,-10,6.37,48.3,1
R2026-07504,Blando,3,5.83,16.5,0
R2026-07505,Lluvia,1,6.15,35.2,1
R2026-07506,Duro,23,5.8,34.3,0
R2026-07507,Medio,20,5.05,26.3,1
R2026-07508,Lluvia,44,2.27,,0
R2026-07509,Lluvia,44,6.19,23.3,0
R2026-07510,Lluvia,35,3.76,15.2,0
R2026-07511,Lluvia,24,2.52,36.0,1
R2026-07512,Duro,24,3.11,17.4,0
R2026-07513,Lluvia,39,3.75,54.6,1
R2026-07514,Medio,21,3.77,48.2,0
R2026-07515,Medio,35,6.29,19.9,1
R2026-07516,Blando,-5,6.21,43.1,0
R2026-07517,Medio,31,5.12,51.5,0
R2026-07518,Blando,-1,3.47,49.4,1
R2026-07519,Lluvia,5,6.2,44.4,1
R2026-07520,Duro,11,4.29,46.6,1
R2026-07521,Blando,-15,6.15,23.6,1
R2026-07522,Duro,42,2.63,33.9,0
R2026-07523,Duro,32,5.64,36.5,1
R2026-07524,Blando,28,2.49,38.8,1
R2026-07525,Medio,23,4.52,26.9,1
R2026-07526,Lluvia,24,6.24,39.0,0
R2026-07527,Medio,7,4.41,54.1,0
R2026-07528,Medio,44,5.39,22.7,1
R2026-07529,Lluvia,14,5.17,37.8,0
R2026-07530,Blando,45,6.44,18.6,1
R2026-07531,Duro,12,2.2,15.4,0
R2026-07532,Medio,7,5.74,25.0,1
R2026-07533,Medio,7,2.35,38.0,1
R2026-07534,Blando,25,3.13,28.0,1
R2026-07535,Medio,4,2.33,,1
R2026-07536,Lluvia,16,110.66,27.9,0
R2026-07537,Blando,37,4.09,43.7,0
R2026-07538,Lluvia,44,2.84,44.5,0
R2026-07539,Lluvia,32,4.56,41.8,1
R2026-07540,Duro,44,3.53,40.6,0
R2026-07541,Medio,31,6.37,39.0,1
R2026-07542,Lluvia,30,3.56,16.5,1
R2026-07543,Medio,21,3.22,29.3,0
R2026-07544,Blando,13,4.2,24.9,1
R2026-07545,Duro,24,,50.4,0
R2026-07546,Medio,31,4.97,19.5,0
R2026-07547,Lluvia,7,2.6,28.6,1
R2026-07548,Lluvia,21,4.14,47.3,1
R2026-07549,Duro,28,4.42,31.3,0
R2026-07550,Duro,33,4.39,20.8,1
R2026-07551,Lluvia,1,2.21,49.4,0
R2026-07552,Duro,40,4.45,48.3,0
R2026-07553,Duro,2,3.67,44.4,1
R2026-07554,Blando,11,3.33,31.3,0
R2026-07555,Blando,33,5.35,52.0,1
R2026-07556,Blando,23,NaN,21.7,1
R2026-07557,,NaN,2.14,17.1,1
R2026-07558,Lluvia,14,4.72,48.6,0
R2026-07559,Lluvia,24,5.23,19.7,1
R2026-07560,Lluvia,45,NaN,23.7,0
R2026-07561,Duro,43,3.83,49.5,1
R2026-07562,Medio,42,4.28,50.3,0
R2026-07563,Medio,4,3.63,44.8,0
R2026-07564,Blando,19,4.52,32.1,1
R2026-07565,Lluvia,33,3.3,27.5,0
R2026-07566,Lluvia,31,4.79,36.3,0
R2026-07567,Duro,35,NaN,53.0,1
R2026-07568,Duro,27,4.68,35.6,0
R2026-07569,Medio,40,2.35,32.9,1
R2026-07570,Blando,5,3.43,41.0,1
R2026-07571,Blando,14,2.64,22.6,0
R2026-07572,Lluvia,22,3.09,26.7,0
R2026-07573,Blando,22,6.34,45.5,1
R2026-07574,Lluvia,28,NaN,20.4,0
R2026-07575,Blando,15,6.14,54.5,0
R2026-07576,Duro,40,5.89,22.0,1
R2026-07577,Duro,2,3.1,27.9,0
R2026-07578,Duro,10,5.0,16.9,0
R2026-07579,Blando,-13,4.04,40.6,0
R2026-07580,Blando,28,4.43,14.3,0
R2026-07581,Duro,36,6.35,40.7,0
R2026-07582,Medio,37,4.18,16.3,0
R2026-07583,Medio,22,5.71,31.2,1
R2026-07584,Duro,43,3.81,16.7,1
R2026-07585,Blando,44,5.95,51.7,0
R2026-07586,Lluvia,36,3.55,47.3,1
R2026-07587,Lluvia,43,2.94,49.7,0
R2026-07588,Medio,-7,2.85,24.1,0
R2026-07589,Blando,37,4.53,33.3,1
R2026-07590,Blando,31,6.32,40.9,1
R2026-07591,Medio,39,5.51,37.7,0
R2026-07592,Blando,3,3.83,40.7,0
R2026-07593,Lluvia,34,4.44,20.5,0
R2026-07594,Lluvia,6,3.82,52.7,0
R2026-07595,Lluvia,5,5.08,17.3,0
R2026-07596,Blando,5,6.02,34.9,0
R2026-07597,Lluvia,25,2.91,45.7,0
R2026-07598,Lluvia,44,4.4,27.6,0
R2026-07599,Lluvia,45,,33.0,0
R2026-07600,Medio,NaN,6.18,15.0,0
R2026-07601,Medio,39,5.38,53.1,1
R2026-07602,Lluvia,43,5.01,50.4,0
R2026-07603,Lluvia,22,6.35,17.1,1
R2026-07604,Blando,19,2.46,39.1,1
R2026-07605,Duro,1,113.68,32.5,1
R2026-07606,Duro,32,2.32,19.5,1
R2026-07607,Duro,42,5.58,38.7,0
R2026-07608,Medio,5,5.26,21.1,1
R2026-07609,Lluvia,36,3.37,44.5,1
R2026-07610,Medio,16,5.34,33.2,1
R2026-07611,Blando,1,6.21,34.2,1
R2026-07612,Medio,35,6.04,21.3,0
R2026-07613,Duro,41,3.07,44.3,0
R2026-07614,Medio,13,5.71,52.2,1
R2026-07615,Blando,44,5.3,43.4,1
R2026-07616,Medio,17,4.01,18.5,0
R2026-07617,Duro,40,2.53,41.6,1
R2026-07618,Duro,25,4.38,54.1,1
R2026-07619,Lluvia,7,4.73,45.8,1
R2026-07620,Lluvia,29,4.75,34.3,1
R2026-07621,Duro,18,,54.0,1
R2026-07622,Medio,40,3.16,27.6,0
R2026-07623,Lluvia,,3.5,,1
R2026-07624,Blando,7,5.83,39.7,0
R2026-07625,Lluvia,-13,2.7,43.0,0
R2026-07626,Blando,2,2.79,17.9,0
R2026-07627,,30,6.46,17.3,1
R2026-07628,Medio,34,3.67,35.5,0
R2026-07629,Blando,3,4.83,52.1,1
R2026-07630,Medio,29,5.61,35.5,0
R2026-07631,Blando,34,2.47,14.6,0
R2026-07632,Medio,36,2.71,24.7,1
R2026-07633,Duro,37,6.35,52.3,1
R2026-07634,Blando,45,5.94,24.7,0
R2026-07635,Duro,25,6.42,40.1,1
R2026-07636,Blando,3,3.8,14.5,0
R2026-07637,Blando,7,6.15,47.1,0
R2026-07638,Duro,16,2.71,25.5,0
R2026-07639,Blando,16,4.12,25.4,0
R2026-07640,Blando,10,4.64,30.4,0
R2026-07641,,13,2.53,50.7,0
R2026-07642,Medio,23,5.49,18.6,1
R2026-07643,Duro,39,4.16,33.3,1
R2026-07644,Duro,25,3.56,27.4,0
R2026-07645,Blando,42,50.93,27.3,1
R2026-07646,Blando,39,2.24,42.5,0
R2026-07647,Duro,7,5.95,33.8,0
R2026-07648,Medio,6,6.1,28.5,1
R2026-07649,Blando,24,5.62,30.5,0
R2026-07650,Medio,20,3.44,23.6,0
R2026-07651,Medio,18,6.5,54.7,0
R2026-07652,Blando,43,4.12,46.4,0
R2026-07653,Lluvia,26,6.07,35.1,1
R2026-07654,Blando,17,83.9,41.4,0
R2026-07655,Duro,,4.82,30.1,0
R2026-07656,Duro,35,2.43,28.0,0
R2026-07657,Medio,45,4.15,18.1,0
R2026-07658,Blando,8,5.58,NaN,0
R2026-07659,Medio,NaN,55.4,30.3,1
R2026-07660,Medio,24,6.23,30.8,1
R2026-07661,Duro,1,3.21,47.3,0
R2026-07662,Duro,15,3.29,23.4,0
R2026-07663,Blando,25,3.76,16.0,0
R2026-07664,Medio,38,5.32,52.8,1
R2026-07665,Medio,20,2.94,46.3,0
R2026-07666,Medio,26,3.0,42.3,0
R2026-07667,Lluvia,43,4.65,28.8,0
R2026-07668,Blando,11,3.77,48.7,0
R2026-07669,Duro,33,5.79,35.7,0
R2026-07670,Lluvia,5,5.74,47.6,1
R2026-07671,Lluvia,23,2.68,49.2,1
R2026-07672,Lluvia,24,6.02,49.2,0
R2026-07673,Medio,7,,25.0,0
R2026-07674,Duro,18,2.53,45.0,0
R2026-07675,Medio,24,2.62,51.9,1
R2026-07676,Medio,38,5.38,29.0,1
R2026-07677,Blando,20,6.01,36.6,0
R2026-07678,Lluvia,35,6.05,30.0,1
R2026-07679,Blando,18,4.06,23.5,0
R2026-07680,Blando,15,3.83,43.3,0
R2026-07681,Lluvia,34,4.12,44.2,0
R2026-07682,Lluvia,6,,15.0,0
R2026-07683,Lluvia,2,5.19,19.7,1
R2026-07684,Blando,26,3.4,15.7,1
R2026-07685,Lluvia,5,3.62,36.5,0
R2026-07686,Blando,32,5.12,28.5,1
R2026-07687,Medio,2,6.32,50.9,0
R2026-07688,Medio,31,6.11,18.7,1
R2026-07689,Lluvia,43,6.01,37.5,1
R2026-07690,Blando,22,3.98,42.1,0
R2026-07691,Blando,41,NaN,30.8,0
R2026-07692,Medio,8,2.3,21.4,1
R2026-07693,Blando,8,6.23,50.2,1
R2026-07694,Duro,24,4.72,16.4,0
R2026-07695,Lluvia,34,NaN,27.0,1
R2026-07696,Lluvia,32,6.03,46.4,0
R2026-07697,Duro,37,3.03,50.0,0
R2026-07698,Lluvia,10,4.88,52.1,1
R2026-07699,Medio,40,4.43,34.2,0
R2026-07700,Duro,11,4.03,35.6,1
R2026-07701,Duro,32,3.16,20.6,1
R2026-07702,Medio,44,2.26,27.7,0
R2026-07703,Duro,9,5.68,33.5,0
R2026-07704,Duro,4,2.8,25.2,1
R2026-07705,Duro,5,,14.2,1
R2026-07706,Duro,40,3.14,14.1,0
R2026-07707,Lluvia,,NaN,17.9,0
R2026-07708,Blando,4,3.06,47.6,0
R2026-07709,Duro,17,6.0,46.4,0
R2026-07710,Blando,45,6.28,16.6,0
R2026-07711,Medio,29,5.44,27.7,1
R2026-07712,Blando,17,5.46,29.0,0
R2026-07713,Lluvia,9,2.53,38.1,1
R2026-07714,Blando,9,4.46,38.3,0
R2026-07715,Blando,42,,32.3,1
R2026-07716,Blando,26,4.76,21.7,0
R2026-07717,Blando,45,6.41,37.2,0
R2026-07718,Duro,10,2.92,41.2,0
R2026-07719,Lluvia,-8,3.19,37.0,0
R2026-07720,Blando,NaN,2.74,15.1,0
R2026-07721,Blando,9,4.72,26.0,1
R2026-07722,Lluvia,39,3.96,15.6,0
R2026-07723,Duro,-7,2.61,24.3,1
R2026-07724,Blando,7,3.59,21.0,0
R2026-07725,Duro,13,5.08,32.9,1
R2026-07726,Blando,8,3.29,40.7,0
R2026-07727,,6,3.86,49.1,1
R2026-07728,Duro,41,2.51,42.7,1
R2026-07729,Duro,25,2.33,42.9,0
R2026-07730,Blando,37,5.13,35.7,0
R2026-07731,Blando,1,4.51,49.7,1
R2026-07732,Medio,41,,39.3,0
R2026-07733,Lluvia,37,5.1,44.3,0
R2026-07734,Medio,14,6.43,,0
R2026-07735,Blando,1,3.98,47.9,0
R2026-07736,Duro,43,3.97,52.0,0
R2026-07737,Blando,37,2.35,46.6,1
R2026-07738,Medio,9,5.55,19.9,1
R2026-07739,Blando,44,2.76,38.2,1
R2026-07740,Duro,17,2.65,54.7,0
R2026-07741,Blando,15,4.62,31.3,0
R2026-07742,Medio,10,4.23,35.3,1
R2026-07743,Lluvia,31,6.29,23.9,1
R2026-07744,Duro,-5,6.23,51.3,0
R2026-07745,Blando,38,3.28,44.1,1
R2026-07746,Blando,5,3.06,18.2,1
R2026-07747,Blando,5,4.94,23.8,0
R2026-07748,Medio,12,3.55,21.6,0
R2026-07749,Duro,45,5.79,50.6,0
R2026-07750,Medio,11,6.38,31.0,1
R2026-07751,Lluvia,22,3.21,14.7,0
R2026-07752,Medio,20,3.37,51.6,0
R2026-07753,Blando,-7,105.12,20.0,0
R2026-07754,Duro,34,5.15,37.0,0
R2026-07755,Medio,33,3.89,42.6,1
R2026-07756,Medio,21,5.78,33.8,0
R2026-07757,Blando,20,4.2,51.8,0
R2026-07758,Duro,37,4.73,37.6,0
R2026-07759,Lluvia,42,3.77,45.5,0
R2026-07760,Duro,29,3.49,37.9,0
R2026-07761,Blando,22,5.99,23.8,0
R2026-07762,Medio,34,6.33,34.3,1
R2026-07763,Lluvia,,4.05,51.5,1
R2026-07764,Blando,10,5.22,53.6,1
R2026-07765,Duro,17,4.02,21.0,1
R2026-07766,Lluvia,13,5.14,47.2,1
R2026-07767,Medio,2,71.4,34.6,0
R2026-07768,Lluvia,31,2.69,49.6,0
R2026-07769,Duro,32,,40.3,1
R2026-07770,Blando,32,5.41,20.5,0
R2026-07771,Lluvia,40,6.31,23.5,0
R2026-07772,Lluvia,24,3.12,15.9,0
R2026-07773,Medio,19,5.67,48.9,0
R2026-07774,Lluvia,NaN,4.1,41.8,1
R2026-07775,Medio,22,3.6,18.9,1
R2026-07776,Lluvia,34,4.85,39.8,1
R2026-07777,Blando,35,NaN,28.9,0
R2026-07778,Lluvia,19,6.34,41.5,1
R2026-07779,Blando,16,5.62,25.3,0
R2026-07780,Duro,8,2.54,40.1,1
R2026-07781,Blando,17,4.95,18.3,0
R2026-07782,Duro,2,5.14,52.9,1
R2026-07783,Duro,19,4.94,40.4,1
R2026-07784,Lluvia,-9,6.21,28.6,0
R2026-07785,Blando,40,3.82,41.9,0
R2026-07786,Medio,3,4.73,53.7,1
R2026-07787,Medio,-6,4.83,20.1,0
R2026-07788,Duro,42,5.83,46.9,1
R2026-07789,Duro,34,4.51,37.7,1
R2026-07790,Blando,NaN,4.58,44.0,0
R2026-07791,Blando,13,4.19,33.3,0
R2026-07792,Duro,4,4.66,46.9,1
R2026-07793,Duro,39,5.33,32.3,1
R2026-07794,Blando,33,2.21,17.9,1
R2026-07795,Lluvia,18,4.62,21.0,0
R2026-07796,Medio,20,2.57,48.4,1
R2026-07797,Lluvia,38,5.49,51.2,0
R2026-07798,Duro,35,6.34,43.0,1
R2026-07799,Blando,1,5.1,38.6,1
R2026-07800,Lluvia,33,3.31,48.5,1
R2026-07801,Duro,27,4.98,32.4,1
R2026-07802,Duro,3,2.92,54.2,1
R2026-07803,Medio,15,2.32,43.0,1
R2026-07804,Blando,36,3.54,23.5,1
R2026-07805,Duro,12,4.51,16.2,0
R2026-07806,Blando,37,4.74,26.5,0
R2026-07807,Medio,8,3.78,20.2,1
R2026-07808,Blando,15,6.06,34.2,1
R2026-07809,Duro,34,6.34,41.5,1
R2026-07810,Medio,16,3.19,31.7,1
R2026-07811,Duro,-7,5.83,37.4,1
R2026-07812,Medio,32,2.24,44.2,0
R2026-07813,Medio,16,4.8,42.3,0
R2026-07814,Duro,43,5.75,52.3,1
R2026-07815,Medio,43,4.84,47.9,1
R2026-07816,Medio,45,5.68,45.0,1
R2026-07817,Lluvia,-10,6.21,15.6,1
R2026-07818,Medio,2,5.79,28.6,1
R2026-07819,Duro,2,4.24,15.4,1
R2026-07820,Blando,34,5.89,39.4,1
R2026-07821,Lluvia,34,2.77,46.8,1
R2026-07822,Blando,NaN,6.0,20.5,1
R2026-07823,Medio,34,4.39,35.5,1
R2026-07824,Lluvia,23,5.55,24.4,1
R2026-07825,Blando,-11,4.44,39.0,0
R2026-07826,Medio,-13,2.49,37.8,1
R2026-07827,Duro,23,3.44,44.0,1
R2026-07828,Lluvia,21,2.12,24.3,0
R2026-07829,Duro,6,3.18,36.6,0
R2026-07830,Blando,11,6.36,52.1,0
R2026-07831,,23,4.85,30.1,0
R2026-07832,Medio,41,5.75,33.7,1
R2026-07833,Lluvia,26,2.58,29.3,0
R2026-07834,Blando,-6,5.69,15.7,1
R2026-07835,Duro,12,3.09,18.0,1
R2026-07836,Medio,18,3.06,32.3,0
R2026-07837,Duro,32,4.33,54.2,1
R2026-07838,Blando,33,5.88,15.4,1
R2026-07839,Duro,17,5.93,51.6,1
R2026-07840,Duro,12,76.2,41.8,1
R2026-07841,Blando,NaN,4.14,22.6,1
R2026-07842,Lluvia,10,6.32,30.1,1
R2026-07843,Medio,18,4.3,21.9,1
R2026-07844,Blando,7,6.1,33.6,1
R2026-07845,Blando,4,6.33,28.4,0
R2026-07846,Lluvia,11,3.72,49.3,0
R2026-07847,Blando,15,2.37,45.0,0
R2026-07848,Blando,29,5.67,36.5,1
R2026-07849,Lluvia,21,5.83,35.3,1
R2026-07850,Medio,-11,2.8,14.2,1
R2026-07851,Blando,18,2.86,18.9,0
R2026-07852,Blando,42,3.35,53.0,0
R2026-07853,Medio,11,6.45,26.7,0
R2026-07854,Blando,27,4.47,45.7,1
R2026-07855,Blando,35,6.25,20.6,1
R2026-07856,Blando,17,3.91,42.3,0
R2026-07857,Medio,36,4.55,14.1,1
R2026-07858,Medio,7,2.73,,1
R2026-07859,Duro,3,4.19,30.9,1
R2026-07860,Blando,5,2.56,19.2,0
R2026-07861,Blando,39,3.14,45.8,1
R2026-07862,Blando,-11,2.52,19.7,1
R2026-07863,Duro,26,5.12,24.4,0
R2026-07864,Blando,42,6.39,42.8,0
R2026-07865,Medio,3,3.62,14.7,0
R2026-07866,Medio,2,6.25,33.2,0
R2026-07867,,44,3.47,43.7,0
R2026-07868,Blando,39,3.71,25.3,0
R2026-07869,Blando,30,3.72,32.5,1
R2026-07870,Blando,18,2.63,25.2,0
R2026-07871,Blando,16,,49.6,0
R2026-07872,Lluvia,8,5.75,40.1,0
R2026-07873,Lluvia,45,5.07,NaN,0
R2026-07874,Duro,23,NaN,16.5,0
R2026-07875,Medio,,NaN,17.4,0
R2026-07876,Duro,28,4.81,52.3,0
R2026-07877,Duro,24,4.15,34.0,0
R2026-07878,Lluvia,2,5.46,NaN,1
R2026-07879,Lluvia,33,3.22,26.5,0
R2026-07880,Lluvia,-5,5.37,,1
R2026-07881,Duro,7,6.04,47.7,1
R2026-07882,Duro,34,3.75,38.8,0
R2026-07883,Blando,20,6.3,50.3,1
R2026-07884,Duro,34,4.29,35.7,0
R2026-07885,Blando,17,2.46,18.7,0
R2026-07886,Duro,45,5.09,15.5,1
R2026-07887,Blando,44,4.75,33.3,1
R2026-07888,Lluvia,36,5.47,31.5,0
R2026-07889,Blando,,2.55,48.3,0
R2026-07890,Lluvia,17,2.4,53.1,0
R2026-07891,Lluvia,2,4.07,24.5,0
R2026-07892,Blando,11,3.08,29.8,0
R2026-07893,Duro,NaN,6.46,21.2,1
R2026-07894,Blando,4,3.78,41.1,1
R2026-07895,Medio,23,4.66,48.0,0
R2026-07896,Duro,,4.79,15.9,1
R2026-07897,Medio,43,3.14,32.1,1
R2026-07898,Blando,35,6.5,54.1,1
R2026-07899,Blando,26,3.33,49.8,0
R2026-07900,Duro,,4.0,44.7,0
