cliente_id,edad,tickets_soporte,metodo_pago,gasto_total,abandono
CLI-08317,35,19,Tarjeta,3307.82,1
CLI-08318,60,2,Transferencia,4339.64,0
CLI-08319,57,19,Tarjeta,7115.17,1
CLI-08320,42,3,Transferencia,,0
CLI-08321,0,9,PayPal,2035.94,1
CLI-08322,78,13,Transferencia,935.94,0
CLI-08323,50,5,Tarjeta,48.07,1
CLI-08324,72,1,Transferencia,7725.86,0
CLI-08325,60,5,PayPal,2110.98,1
CLI-08326,49,20,Tarjeta,1865.36,0
CLI-08327,27,7,Transferencia,6211.83,1
CLI-08328,51,2,Transferencia,709.75,1
CLI-08329,210,17,Transferencia,1579.81,0
CLI-08330,42,9,,1263.22,0
CLI-08331,70,19,Transferencia,6512.41,0
CLI-08332,,11,Transferencia,6454.61,0
CLI-08333,46,3,PayPal,471.86,1
CLI-08334,42,9,Transferencia,6622.58,0
CLI-08335,75,5,PayPal,5449.97,0
CLI-08336,24,17,PayPal,515.7,0
CLI-08337,54,19,Transferencia,6972.16,0
CLI-08338,58,9,Transferencia,4065.07,0
CLI-08339,34,17,Tarjeta,NaN,0
CLI-08340,29,3,PayPal,772.18,1
CLI-08341,61,5,PayPal,970.11,0
CLI-08342,78,16,PayPal,4312.82,1
CLI-08343,62,2,Tarjeta,3137.91,0
CLI-08344,70,13,Transferencia,2505.21,0
CLI-08345,-5,10,Transferencia,4949.87,0
CLI-08346,18,4,Transferencia,1006.73,1
CLI-08347,74,16,Transferencia,785.59,1
CLI-08348,48,0,Tarjeta,7295.1,1
CLI-08349,67,2,Transferencia,3195.06,1
CLI-08350,19,15,Tarjeta,7960.39,0
CLI-08351,32,12,,5200.21,0
CLI-08352,63,18,PayPal,4350.73,1
CLI-08353,41,6,PayPal,3991.28,0
CLI-08354,NaN,11,Transferencia,1343.4,1
CLI-08355,60,9,Transferencia,NaN,1
CLI-08356,66,6,PayPal,7766.09,1
CLI-08357,49,2,Transferencia,5568.02,1
CLI-08358,26,19,Transferencia,118.54,0
CLI-08359,40,17,Transferencia,6013.25,1
CLI-08360,79,18,Transferencia,2566.96,0
CLI-08361,40,2,PayPal,-398.93,1
CLI-08362,29,15,PayPal,2449.15,1
CLI-08363,35,15,Transferencia,6429.63,1
CLI-08364,27,12,Tarjeta,3159.28,0
CLI-08365,57,17,PayPal,3147.44,0
CLI-08366,40,2,Tarjeta,7974.12,0
CLI-08367,77,13,PayPal,2561.51,1
CLI-08368,53,20,Tarjeta,1805.17,0
CLI-08369,67,6,Transferencia,7840.33,1
CLI-08370,66,2,Tarjeta,2266.86,0
CLI-08371,28,10,PayPal,6339.93,1
CLI-08372,53,4,Tarjeta,1517.51,1
CLI-08373,18,13,PayPal,3518.96,0
CLI-08374,40,10,PayPal,6178.05,0
CLI-08375,75,3,,,0
CLI-08376,68,5,Tarjeta,865.08,0
CLI-08377,35,19,Tarjeta,3923.16,0
CLI-08378,78,6,PayPal,6489.31,1
CLI-08379,43,11,Tarjeta,3530.71,0
CLI-08380,51,18,Transferencia,1935.42,0
CLI-08381,20,10,,961.52,0
CLI-08382,21,18,PayPal,479.38,0
CLI-08383,27,13,Tarjeta,3172.99,1
CLI-08384,76,16,PayPal,3779.56,1
CLI-08385,74,16,Tarjeta,,0
CLI-08386,35,8,Tarjeta,-270.99,1
CLI-08387,78,5,Tarjeta,7071.53,1
CLI-08388,56,5,PayPal,1755.95,1
CLI-08389,38,7,Tarjeta,NaN,0
CLI-08390,75,18,Transferencia,7021.88,0
CLI-08391,37,18,Tarjeta,3914.01,1
CLI-08392,33,8,Transferencia,248.23,1
CLI-08393,23,16,PayPal,2939.22,0
CLI-08394,66,18,PayPal,4008.54,1
CLI-08395,32,12,Tarjeta,3630.35,0
CLI-08396,62,14,Tarjeta,840.33,0
CLI-08397,62,7,PayPal,1528.91,1
CLI-08398,33,1,Transferencia,896.49,1
CLI-08399,33,12,Tarjeta,2455.69,0
CLI-08400,32,15,PayPal,5586.92,1
CLI-08401,73,16,Transferencia,5850.09,0
CLI-08402,,1,Tarjeta,NaN,1
CLI-08403,NaN,15,Transferencia,1792.12,0
CLI-08404,21,12,Tarjeta,3250.57,0
CLI-08405,71,14,Tarjeta,4587.24,1
CLI-08406,18,11,PayPal,2244.7,0
CLI-08407,50,18,PayPal,4425.62,1
CLI-08408,67,20,PayPal,6109.4,0
CLI-08409,70,9,PayPal,3041.26,1
CLI-08410,53,,Transferencia,505.38,1
CLI-08411,39,16,Tarjeta,2564.12,1
CLI-08412,37,15,PayPal,1872.25,1
CLI-08413,150,16,PayPal,5212.16,1
CLI-08414,75,2,,4100.32,1
CLI-08415,29,9,Tarjeta,NaN,1
CLI-08416,77,3,Tarjeta,5015.34,1
CLI-08417,62,9,PayPal,,1
CLI-08418,-5,9,Transferencia,5182.67,1
CLI-08419,50,,Tarjeta,1389.56,0
CLI-08420,23,17,PayPal,5989.08,0
CLI-08421,60,20,Tarjeta,2023.3,0
CLI-08422,45,2,PayPal,1604.77,0
CLI-08423,48,18,Transferencia,7011.84,0
CLI-08424,61,7,Transferencia,3940.52,0
CLI-08425,50,8,PayPal,6650.58,1
CLI-08426,44,19,PayPal,6591.18,0
CLI-08427,31,0,Transferencia,7640.53,0
CLI-08428,36,1,Tarjeta,5990.87,0
CLI-08429,,2,Tarjeta,7667.31,1
CLI-08430,57,14,Tarjeta,6648.13,1
CLI-08431,73,15,Tarjeta,3254.56,1
CLI-08432,52,9,Transferencia,5032.99,0
CLI-08433,80,20,PayPal,1829.23,0
CLI-08434,67,18,Transferencia,678.25,1
CLI-08435,38,10,Transferencia,4516.15,0
CLI-08436,40,19,Tarjeta,4293.81,0
CLI-08437,27,0,Transferencia,243.56,1
CLI-08438,72,18,Tarjeta,57.52,1
CLI-08439,66,5,PayPal,614.66,1
CLI-08440,210,12,Transferencia,3824.13,0
CLI-08441,76,6,Transferencia,6610.73,0
CLI-08442,77,13,Transferencia,1733.73,0
CLI-08443,30,8,PayPal,4497.67,1
CLI-08444,66,19,Tarjeta,5099.2,0
CLI-08445,26,6,Tarjeta,7902.24,1
CLI-08446,53,NaN,Transferencia,7615.1,1
CLI-08447,38,20,Tarjeta,201.28,0
CLI-08448,23,19,Transferencia,3391.58,0
CLI-08449,24,18,Transferencia,7846.28,0
CLI-08450,59,14,PayPal,6552.28,0
CLI-08451,49,0,Transferencia,2230.49,0
CLI-08452,26,17,PayPal,2818.32,1
CLI-08453,23,14,,5193.71,1
CLI-08454,74,17,PayPal,3122.47,0
CLI-08455,NaN,13,Tarjeta,4722.0,0
CLI-08456,55,20,Transferencia,3743.15,0
CLI-08457,39,14,Transferencia,1449.52,0
CLI-08458,74,2,PayPal,7456.4,0
CLI-08459,34,1,Transferencia,6530.86,1
CLI-08460,75,12,PayPal,-8.7,1
CLI-08461,30,20,PayPal,1814.08,0
CLI-08462,43,9,Tarjeta,1440.1,0
CLI-08463,,16,PayPal,91.25,0
CLI-08464,39,2,Transferencia,2837.13,0
CLI-08465,61,5,PayPal,1213.93,1
CLI-08466,19,3,Tarjeta,7061.35,0
CLI-08467,40,7,Tarjeta,6077.12,0
CLI-08468,23,12,Transferencia,1385.91,0
CLI-08469,43,15,Transferencia,4989.99,1
CLI-08470,21,13,Tarjeta,5652.04,1
CLI-08471,60,16,PayPal,2368.76,1
CLI-08472,22,7,Tarjeta,5118.38,0
CLI-08473,45,1,,3303.12,1
CLI-08474,19,5,Transferencia,7953.21,1
CLI-08475,NaN,15,PayPal,1521.14,1
CLI-08476,30,20,Transferencia,524.04,1
CLI-08477,63,0,Transferencia,291.53,0
CLI-08478,42,12,Transferencia,5130.48,0
CLI-08479,56,12,Tarjeta,5723.9,1
CLI-08480,36,1,Tarjeta,6355.79,0
CLI-08481,24,12,PayPal,4336.21,1
CLI-08482,51,13,Transferencia,1205.89,1
CLI-08483,78,3,Transferencia,6374.35,0
CLI-08484,44,18,PayPal,3048.86,1
CLI-08485,37,11,Tarjeta,854.28,1
CLI-08486,52,7,Transferencia,5974.12,1
CLI-08487,39,10,Transferencia,7540.99,0
CLI-08488,23,13,PayPal,5717.64,0
CLI-08489,42,5,Transferencia,3764.87,1
CLI-08490,39,10,PayPal,288.46,0
CLI-08491,24,19,Tarjeta,2189.62,0
CLI-08492,77,17,Transferencia,473.79,0
CLI-08493,57,4,Transferencia,509.92,0
CLI-08494,22,14,Transferencia,1432.04,1
CLI-08495,37,17,Transferencia,1498.54,1
CLI-08496,62,16,Tarjeta,6043.68,0
CLI-08497,37,12,PayPal,6859.67,1
CLI-08498,42,15,Tarjeta,7046.89,0
CLI-08499,36,5,PayPal,-285.74,0
CLI-08500,58,11,Transferencia,1596.07,1
CLI-08501,64,11,Transferencia,1763.41,1
CLI-08502,41,7,Transferencia,2991.11,0
CLI-08503,22,12,Transferencia,5882.6,0
CLI-08504,78,4,PayPal,1191.87,0
CLI-08505,19,13,PayPal,6645.83,1
CLI-08506,43,2,PayPal,575.65,0
CLI-08507,50,4,Tarjeta,6303.2,0
CLI-08508,68,19,,4992.34,0
CLI-08509,61,10,PayPal,594.58,1
CLI-08510,65,6,Tarjeta,344.48,0
CLI-08511,77,5,Transferencia,5682.38,0
CLI-08512,52,14,Transferencia,-106.11,1
CLI-08513,69,16,Transferencia,7614.75,1
CLI-08514,74,9,Transferencia,4732.22,1
CLI-08515,58,15,PayPal,5231.77,1
CLI-08516,61,NaN,Transferencia,7081.68,1
CLI-08517,56,7,PayPal,934.5,1
CLI-08518,35,6,,5938.48,1
CLI-08519,58,18,Transferencia,986.25,0
CLI-08520,34,8,Transferencia,729.58,1
CLI-08521,76,0,,3823.75,0
CLI-08522,54,12,Tarjeta,3534.78,1
CLI-08523,22,4,,1417.92,0
CLI-08524,49,5,Tarjeta,4921.09,0
CLI-08525,52,19,PayPal,7134.34,1
CLI-08526,45,0,Tarjeta,7644.86,1
CLI-08527,44,1,PayPal,5249.8,0
CLI-08528,60,5,Tarjeta,6551.84,1
CLI-08529,29,9,Tarjeta,1652.94,0
CLI-08530,41,11,PayPal,726.17,0
CLI-08531,22,4,Tarjeta,7694.7,0
CLI-08532,18,10,Tarjeta,1586.84,0
CLI-08533,32,7,,5944.11,0
CLI-08534,38,0,,2104.38,0
CLI-08535,34,7,Tarjeta,3324.82,1
CLI-08536,25,4,Tarjeta,1662.7,0
CLI-08537,18,4,Transferencia,419.92,0
CLI-08538,79,0,PayPal,5383.91,1
CLI-08539,37,17,Transferencia,2869.89,0
CLI-08540,21,18,PayPal,3011.2,0
CLI-08541,77,6,,1374.42,1
CLI-08542,60,7,PayPal,6318.3,1
CLI-08543,59,10,Transferencia,2308.89,0
CLI-08544,71,14,Transferencia,4843.25,1
CLI-08545,49,10,Tarjeta,NaN,1
CLI-08546,43,,Transferencia,7399.16,0
CLI-08547,57,12,Transferencia,4091.24,0
CLI-08548,41,13,Tarjeta,3859.3,1
CLI-08549,32,NaN,,2625.81,1
CLI-08550,47,11,,4359.02,1
CLI-08551,75,0,Tarjeta,3633.87,0
CLI-08552,38,8,PayPal,5950.3,0
CLI-08553,48,4,Transferencia,4221.32,1
CLI-08554,40,1,Transferencia,2199.8,1
CLI-08555,56,9,Tarjeta,288.66,1
CLI-08556,27,2,PayPal,5169.25,1
CLI-08557,44,15,Tarjeta,2101.35,0
CLI-08558,69,6,Tarjeta,4743.56,1
CLI-08559,80,NaN,Transferencia,3708.46,0
CLI-08560,61,19,Transferencia,3063.18,1
CLI-08561,42,2,PayPal,1160.71,0
CLI-08562,70,20,Transferencia,5425.12,0
CLI-08563,77,0,Transferencia,3457.97,1
CLI-08564,70,0,PayPal,4430.72,0
CLI-08565,57,19,Tarjeta,4407.33,1
CLI-08566,68,2,Tarjeta,4914.31,0
CLI-08567,54,NaN,,4354.62,1
CLI-08568,80,1,,6211.67,0
CLI-08569,60,1,Transferencia,2416.77,1
CLI-08570,51,17,Transferencia,7951.72,0
CLI-08571,68,17,Transferencia,4321.24,0
CLI-08572,42,19,Tarjeta,932.76,1
CLI-08573,59,18,Tarjeta,2077.07,0
CLI-08574,59,10,PayPal,7349.07,0
CLI-08575,40,13,,6728.06,1
CLI-08576,69,10,Transferencia,6367.94,0
CLI-08577,60,2,Transferencia,5397.94,1
CLI-08578,35,7,Tarjeta,-20.06,0
CLI-08579,70,12,Tarjeta,2825.55,1
CLI-08580,59,0,Transferencia,6745.21,1
CLI-08581,33,13,PayPal,7879.89,0
CLI-08582,69,,Tarjeta,5691.64,1
CLI-08583,26,4,PayPal,5928.86,1
CLI-08584,76,5,Tarjeta,7975.15,1
CLI-08585,53,19,Transferencia,4906.0,0
CLI-08586,20,,PayPal,2527.11,1
CLI-08587,58,12,Transferencia,-193.99,1
CLI-08588,63,NaN,Transferencia,5946.85,0
CLI-08589,32,7,Tarjeta,6959.91,1
CLI-08590,30,3,Transferencia,3112.81,0
CLI-08591,35,16,PayPal,-17.06,1
CLI-08592,77,20,Transferencia,3131.27,0
CLI-08593,72,0,Tarjeta,7413.31,1
CLI-08594,25,8,Tarjeta,2270.52,1
CLI-08595,61,19,PayPal,5368.14,1
CLI-08596,32,11,Transferencia,1597.53,1
CLI-08597,,10,Tarjeta,872.36,0
CLI-08598,43,13,PayPal,2669.14,0
CLI-08599,26,9,PayPal,3111.38,1
CLI-08600,,16,Tarjeta,4858.18,1
CLI-08601,77,12,Transferencia,NaN,1
CLI-08602,37,9,Transferencia,2621.22,0
CLI-08603,41,16,PayPal,7901.21,1
CLI-08604,47,13,Tarjeta,7695.54,1
CLI-08605,67,17,Tarjeta,5518.55,0
CLI-08606,20,19,Tarjeta,7067.39,1
CLI-08607,33,15,PayPal,6985.59,1
CLI-08608,31,9,Tarjeta,7489.64,1
CLI-08609,51,,PayPal,6459.14,0
CLI-08610,78,16,Transferencia,7515.16,1
CLI-08611,37,10,Transferencia,4552.39,1
CLI-08612,65,13,PayPal,3572.7,0
CLI-08613,46,1,Tarjeta,4944.22,0
CLI-08614,79,4,Transferencia,1186.5,0
CLI-08615,-5,16,Tarjeta,22.84,1
CLI-08616,79,5,Transferencia,4261.73,0
CLI-08617,74,9,Transferencia,7302.71,0
CLI-08618,64,9,PayPal,1441.85,1
CLI-08619,67,1,Tarjeta,6976.62,0
CLI-08620,51,17,Transferencia,7018.83,1
CLI-08621,21,7,Transferencia,1654.56,1
CLI-08622,26,17,Tarjeta,11.97,1
CLI-08623,42,2,Transferencia,4357.72,0
CLI-08624,78,7,Tarjeta,3399.41,0
CLI-08625,65,12,Tarjeta,350.19,0
CLI-08626,190,3,PayPal,2821.08,1
CLI-08627,65,0,Tarjeta,3482.61,1
CLI-08628,-5,17,,,1
CLI-08629,NaN,8,Tarjeta,1278.91,1
CLI-08630,42,4,PayPal,5858.82,1
CLI-08631,21,14,PayPal,3843.04,1
CLI-08632,34,18,PayPal,-394.92,0
CLI-08633,46,5,Tarjeta,5099.83,0
CLI-08634,49,2,Tarjeta,4830.89,1
CLI-08635,NaN,12,PayPal,123.89,1
CLI-08636,55,8,Transferencia,-298.01,1
CLI-08637,37,8,Tarjeta,3298.45,0
CLI-08638,42,16,Tarjeta,4926.85,0
CLI-08639,36,11,Tarjeta,7046.66,1
CLI-08640,52,11,Transferencia,4844.55,0
CLI-08641,62,1,Transferencia,5089.58,1
CLI-08642,66,10,Tarjeta,3328.37,0
CLI-08643,45,13,Tarjeta,3594.4,1
CLI-08644,64,11,Tarjeta,264.67,0
CLI-08645,48,5,Transferencia,4349.49,0
CLI-08646,20,16,Tarjeta,5092.92,0
CLI-08647,28,NaN,PayPal,4250.89,1
CLI-08648,20,10,PayPal,6033.25,1
CLI-08649,70,7,PayPal,6925.13,0
CLI-08650,41,6,Transferencia,5298.74,0
CLI-08651,63,11,Transferencia,6875.72,1
CLI-08652,68,18,Tarjeta,6750.85,0
CLI-08653,76,4,PayPal,NaN,1
CLI-08654,67,20,PayPal,6065.01,0
CLI-08655,28,0,Transferencia,2109.59,0
CLI-08656,68,19,PayPal,1267.1,1
CLI-08657,150,3,Transferencia,7443.4,1
CLI-08658,26,19,Tarjeta,5913.16,0
CLI-08659,67,17,PayPal,3749.87,1
CLI-08660,55,14,PayPal,2369.35,0
CLI-08661,79,18,Transferencia,3992.55,1
CLI-08662,41,15,PayPal,,0
CLI-08663,68,12,PayPal,7089.25,0
CLI-08664,71,19,PayPal,7595.85,1
CLI-08665,77,6,PayPal,5828.71,0
CLI-08666,55,5,Transferencia,-11.93,0
CLI-08667,45,16,Tarjeta,,0
CLI-08668,0,11,,2646.36,0
CLI-08669,80,11,Transferencia,3354.49,0
CLI-08670,23,10,PayPal,6767.95,0
CLI-08671,28,14,Transferencia,3964.28,0
CLI-08672,76,4,Transferencia,NaN,0
CLI-08673,35,14,,3228.8,1
CLI-08674,49,20,Transferencia,1912.31,0
CLI-08675,61,19,Transferencia,2405.71,1
CLI-08676,25,9,Tarjeta,7448.18,0
CLI-08677,30,8,PayPal,3768.35,0
CLI-08678,40,20,PayPal,1108.41,0
CLI-08679,23,11,Transferencia,6057.27,1
CLI-08680,56,10,Transferencia,6609.06,0
CLI-08681,70,18,PayPal,4234.39,1
CLI-08682,,0,Transferencia,6255.85,0
CLI-08683,31,10,Tarjeta,3276.62,1
CLI-08684,49,8,PayPal,5327.82,0
CLI-08685,44,9,Transferencia,379.17,1
CLI-08686,42,1,Tarjeta,5975.0,1
CLI-08687,62,16,Transferencia,1269.26,0
CLI-08688,64,5,,6635.75,0
CLI-08689,66,1,Transferencia,1459.92,0
CLI-08690,34,11,Tarjeta,5927.85,1
CLI-08691,44,17,PayPal,6301.56,1
CLI-08692,63,3,Transferencia,6703.48,0
CLI-08693,22,6,,7955.41,0
CLI-08694,52,8,Transferencia,3755.73,1
CLI-08695,72,0,,4967.9,0
CLI-08696,41,19,PayPal,3764.06,1
CLI-08697,41,20,Tarjeta,2987.5,0
CLI-08698,33,5,Tarjeta,4025.41,0
CLI-08699,190,11,PayPal,5621.98,0
CLI-08700,54,7,Tarjeta,5079.17,1
CLI-08701,41,3,PayPal,5827.81,1
CLI-08702,77,9,Tarjeta,5684.61,0
CLI-08703,40,5,PayPal,3049.01,0
CLI-08704,42,19,Transferencia,3370.66,0
CLI-08705,77,19,PayPal,7418.74,1
CLI-08706,49,12,,5907.36,0
CLI-08707,75,9,Transferencia,310.96,1
CLI-08708,32,9,Tarjeta,4205.44,1
CLI-08709,36,14,PayPal,NaN,0
CLI-08710,57,20,,7716.75,0
CLI-08711,63,17,Tarjeta,6013.36,1
CLI-08712,77,4,Transferencia,6866.14,1
CLI-08713,63,4,Transferencia,7721.12,1
CLI-08714,37,17,PayPal,1857.93,1
CLI-08715,70,17,Tarjeta,5965.97,1
CLI-08716,75,3,Transferencia,954.86,0
CLI-08717,26,NaN,Tarjeta,2383.96,1
CLI-08718,24,4,Tarjeta,NaN,1
CLI-08719,26,4,Tarjeta,4773.49,1
CLI-08720,39,6,PayPal,6379.87,1
CLI-08721,56,13,Transferencia,6241.73,0
CLI-08722,59,9,Tarjeta,5683.4,1
CLI-08723,80,13,Transferencia,7645.4,0
CLI-08724,44,11,PayPal,4442.96,1
CLI-08725,41,15,PayPal,498.08,0
CLI-08726,50,0,PayPal,3634.55,0
CLI-08727,56,17,Tarjeta,7022.62,0
CLI-08728,74,15,PayPal,6037.23,0
CLI-08729,55,3,Transferencia,7913.23,1
CLI-08730,26,13,Tarjeta,5198.63,1
CLI-08731,45,17,Tarjeta,6067.31,1
CLI-08732,41,10,Tarjeta,5514.38,1
CLI-08733,26,18,Tarjeta,2952.6,1
CLI-08734,59,16,Transferencia,5777.95,1
CLI-08735,62,12,Tarjeta,3597.62,0
CLI-08736,46,12,Tarjeta,3528.4,0
CLI-08737,22,11,Tarjeta,4850.48,1
CLI-08738,26,6,Transferencia,3069.48,0
CLI-08739,31,7,Transferencia,1576.49,1
CLI-08740,23,14,Transferencia,3440.91,0
CLI-08741,73,12,Transferencia,573.03,1
CLI-08742,31,8,PayPal,2304.46,0
CLI-08743,60,5,Tarjeta,2235.95,1
CLI-08744,64,3,Tarjeta,6446.65,0
CLI-08745,50,15,Transferencia,6620.23,0
CLI-08746,37,20,Transferencia,643.53,0
CLI-08747,NaN,13,PayPal,7816.45,0
CLI-08748,43,10,Tarjeta,4575.98,0
CLI-08749,37,12,PayPal,4519.32,1
CLI-08750,38,9,Transferencia,6575.05,1
CLI-08751,69,3,Tarjeta,-84.08,0
CLI-08752,61,9,Tarjeta,7485.86,1
CLI-08753,49,16,Transferencia,5817.99,1
CLI-08754,77,13,Transferencia,4157.67,1
CLI-08755,58,10,Transferencia,122.33,1
CLI-08756,26,6,PayPal,6194.86,1
CLI-08757,49,14,Transferencia,NaN,0
CLI-08758,NaN,5,PayPal,2625.06,1
CLI-08759,59,3,Tarjeta,2293.31,0
CLI-08760,30,12,Tarjeta,6354.3,1
CLI-08761,20,7,Transferencia,4394.46,1
CLI-08762,49,9,Tarjeta,6758.08,0
CLI-08763,67,18,Transferencia,280.37,1
CLI-08764,24,2,Transferencia,5363.01,0
CLI-08765,210,19,Transferencia,2992.63,0
CLI-08766,53,3,Transferencia,5925.86,0
CLI-08767,61,16,Transferencia,721.07,1
CLI-08768,75,13,,4765.8,1
CLI-08769,46,12,Tarjeta,12.1,1
CLI-08770,57,12,PayPal,-61.24,0
CLI-08771,35,17,PayPal,4077.67,0
CLI-08772,60,14,PayPal,1118.67,0
CLI-08773,78,15,PayPal,-390.19,1
CLI-08774,41,11,PayPal,,1
CLI-08775,24,6,Transferencia,564.42,0
CLI-08776,65,16,Tarjeta,6968.93,1
CLI-08777,67,3,Tarjeta,683.02,0
CLI-08778,35,10,Tarjeta,5142.88,1
CLI-08779,75,8,PayPal,4074.18,1
CLI-08780,34,9,PayPal,6950.25,1
CLI-08781,NaN,3,PayPal,5996.68,1
CLI-08782,,3,PayPal,244.92,1
CLI-08783,50,18,Transferencia,7593.87,0
CLI-08784,80,4,Tarjeta,6085.56,1
CLI-08785,150,13,Tarjeta,6668.12,1
CLI-08786,56,5,PayPal,2720.48,0
CLI-08787,57,0,Tarjeta,2083.41,1
CLI-08788,64,16,Tarjeta,1248.32,1
CLI-08789,56,12,Transferencia,547.49,1
CLI-08790,47,6,PayPal,6663.04,1
CLI-08791,74,9,Transferencia,4498.9,0
CLI-08792,61,18,Tarjeta,2037.85,1
CLI-08793,,12,PayPal,1163.09,1
CLI-08794,65,1,PayPal,215.31,1
CLI-08795,75,9,Tarjeta,2549.02,0
CLI-08796,38,,Transferencia,2316.2,0
CLI-08797,40,3,Transferencia,6926.27,1
CLI-08798,24,2,Tarjeta,2200.1,1
CLI-08799,32,6,PayPal,6583.7,1
CLI-08800,74,18,PayPal,2998.02,0
CLI-08801,,14,Transferencia,6758.13,1
CLI-08802,60,7,PayPal,6448.96,1
CLI-08803,66,8,PayPal,3593.32,1
CLI-08804,24,3,PayPal,4644.89,0
CLI-08805,60,6,PayPal,7050.6,1
CLI-08806,19,11,Tarjeta,2939.3,0
CLI-08807,27,2,PayPal,6375.01,1
CLI-08808,66,6,Tarjeta,6715.5,0
CLI-08809,69,10,PayPal,5655.59,0
CLI-08810,39,19,PayPal,3540.49,0
CLI-08811,74,11,PayPal,7366.75,0
CLI-08812,45,20,Tarjeta,7968.45,0
CLI-08813,72,6,PayPal,5668.3,1
CLI-08814,75,20,Transferencia,6649.23,1
CLI-08815,44,15,Transferencia,5866.02,1
CLI-08816,68,9,Transferencia,2238.95,1
CLI-08817,19,10,Transferencia,1889.06,1
CLI-08818,55,9,Tarjeta,7169.08,1
CLI-08819,35,0,Transferencia,2489.5,1
CLI-08820,22,6,PayPal,2018.4,1
CLI-08821,47,,Tarjeta,7685.59,1
CLI-08822,18,13,Transferencia,4457.71,0
CLI-08823,47,18,Tarjeta,330.34,1
CLI-08824,61,1,,567.6,0
CLI-08825,46,3,PayPal,7783.88,0
CLI-08826,NaN,10,Tarjeta,3732.34,1
CLI-08827,43,15,PayPal,191.63,0
CLI-08828,63,0,Tarjeta,3141.64,1
CLI-08829,23,11,Tarjeta,1183.38,1
CLI-08830,NaN,0,Transferencia,2047.79,0
CLI-08831,55,2,Tarjeta,2692.14,0
CLI-08832,42,1,Transferencia,3961.68,0
CLI-08833,39,4,Transferencia,6426.97,1
CLI-08834,27,10,Transferencia,2398.99,1
CLI-08835,23,13,PayPal,4674.04,1
CLI-08836,39,17,Tarjeta,7629.38,1
CLI-08837,51,16,Tarjeta,1668.92,0
CLI-08838,48,5,Transferencia,-322.87,0
CLI-08839,26,1,Transferencia,2399.52,0
CLI-08840,44,9,Tarjeta,-307.93,0
CLI-08841,18,10,PayPal,5690.04,1
CLI-08842,51,12,PayPal,3399.13,0
CLI-08843,23,11,Transferencia,631.31,0
CLI-08844,56,6,Transferencia,7793.63,1
CLI-08845,47,20,Tarjeta,5152.11,0
CLI-08846,79,0,PayPal,5900.0,1
CLI-08847,35,5,Transferencia,3660.93,0
CLI-08848,29,18,PayPal,6611.49,0
CLI-08849,68,0,Transferencia,136.79,1
CLI-08850,46,9,Transferencia,3000.55,1
CLI-08851,70,19,Tarjeta,850.15,1
CLI-08852,23,0,Transferencia,NaN,1
CLI-08853,62,5,Tarjeta,7823.12,0
CLI-08854,50,11,,1500.08,1
CLI-08855,43,3,PayPal,1984.21,0
CLI-08856,62,19,Transferencia,100.71,1
CLI-08857,76,20,PayPal,7489.66,0
CLI-08858,40,7,Tarjeta,6974.47,1
CLI-08859,47,6,Tarjeta,2049.43,1
CLI-08860,41,1,Tarjeta,6575.11,1
CLI-08861,62,17,Tarjeta,2452.69,0
CLI-08862,49,3,Tarjeta,2532.26,0
CLI-08863,70,2,,-223.86,1
CLI-08864,67,2,Transferencia,5119.77,1
CLI-08865,19,19,PayPal,6078.13,1
CLI-08866,68,9,PayPal,4494.33,0
CLI-08867,52,0,PayPal,7499.18,0
CLI-08868,60,7,Transferencia,3603.07,0
CLI-08869,61,16,Tarjeta,6347.98,0
CLI-08870,29,18,PayPal,3295.64,1
CLI-08871,51,12,Tarjeta,3439.39,1
CLI-08872,54,12,Transferencia,966.51,1
CLI-08873,71,2,Transferencia,-480.48,1
CLI-08874,76,0,Tarjeta,7840.6,0
CLI-08875,23,17,Tarjeta,325.02,0
CLI-08876,43,1,Tarjeta,-486.53,0
CLI-08877,66,14,PayPal,395.69,0
CLI-08878,76,1,PayPal,6385.4,1
CLI-08879,80,10,Tarjeta,7949.57,1
CLI-08880,22,19,PayPal,7033.15,1
CLI-08881,53,8,PayPal,6017.63,1
CLI-08882,44,14,PayPal,5227.14,1
CLI-08883,45,17,PayPal,7136.64,0
CLI-08884,56,12,Transferencia,3719.17,1
CLI-08885,22,1,PayPal,5794.3,0
CLI-08886,56,8,Tarjeta,5117.91,1
CLI-08887,29,9,Transferencia,4471.85,1
CLI-08888,35,NaN,Tarjeta,2713.53,1
CLI-08889,,4,PayPal,6214.9,0
CLI-08890,40,1,Transferencia,7088.23,1
CLI-08891,45,16,Tarjeta,1266.12,0
CLI-08892,31,20,,4306.08,1
CLI-08893,46,6,Transferencia,7790.59,0
CLI-08894,67,17,Tarjeta,3632.82,1
CLI-08895,42,20,Tarjeta,2160.56,0
CLI-08896,50,16,Transferencia,4197.61,0
CLI-08897,37,2,Transferencia,3832.83,0
CLI-08898,38,7,PayPal,6554.24,0
CLI-08899,25,16,Transferencia,5387.68,1
CLI-08900,21,0,PayPal,3332.28,0
CLI-08901,78,13,PayPal,1182.81,1
CLI-08902,39,18,PayPal,2907.13,1
CLI-08903,39,7,PayPal,7230.85,1
CLI-08904,51,18,Tarjeta,5074.51,1
CLI-08905,44,1,Tarjeta,2412.62,1
CLI-08906,18,1,Transferencia,2673.8,0
CLI-08907,69,8,Tarjeta,1654.83,0
